case_id,year,date,country,state,deaths,tesla_driver,tesla_occupant,other_vehicle,cyclists_peds,tsla_cycl_peds,model,autopilot_claimed,verified_ap_deaths,verified_ap_nhtsa
11.0,2015.0,2015-12-28,USA,TX,1.0,1.0,,,,1.0,UNKNOWN / UNSPECIFIED,,,
10.0,2015.0,2015-12-22,Canada,,1.0,1.0,,,,1.0,UNKNOWN / UNSPECIFIED,,,
9.0,2015.0,2015-11-18,USA,CA,1.0,,,,1.0,1.0,UNKNOWN / UNSPECIFIED,,,
8.0,2015.0,2015-06-22,USA,CA,1.0,1.0,,,,1.0,UNKNOWN / UNSPECIFIED,,,
7.0,2015.0,2015-01-22,USA,CA,1.0,1.0,,,,1.0,S,,,
6.0,2014.0,2014-12-30,USA,CA,1.0,1.0,,,,1.0,UNKNOWN / UNSPECIFIED,,,
5.0,2014.0,2014-07-14,USA,CA,1.0,,,1.0,,,UNKNOWN / UNSPECIFIED,,,
4.0,2014.0,2014-07-04,USA,CA,1.0,1.0,,,,1.0,UNKNOWN / UNSPECIFIED,,,
3.0,2014.0,2014-07-04,USA,CA,3.0,,,3.0,,,UNKNOWN / UNSPECIFIED,,,
2.0,2013.0,2013-11-02,USA,CA,1.0,,,,1.0,1.0,UNKNOWN / UNSPECIFIED,,,
1.0,2013.0,2013-04-02,USA,CA,2.0,,,2.0,,,S,,,
